Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3338,68,Male,Blouse,Clothing,63,New York,M,Indigo,Fall,2.9,No,Free Shipping,No,No,20,Cash,Monthly
3339,52,Male,Dress,Clothing,38,Florida,XL,Beige,Spring,3.1,No,Express,No,No,26,Bank Transfer,Monthly
3340,37,Male,Jacket,Outerwear,38,Nebraska,M,Gold,Spring,4.9,Yes,Store Pickup,No,No,49,Debit Card,Monthly
3341,61,Male,Dress,Clothing,34,Tennessee,M,Lavender,Winter,2.9,No,2-Day Shipping,Yes,Yes,41,Venmo,Bi-Weekly
3342,62,Male,Handbag,Accessories,98,Alaska,S,Turquoise,Winter,4.6,No,Express,Yes,Yes,46,Credit Card,Every 3 Months
3343,63,Male,Boots,Footwear,25,Illinois,L,Lavender,Summer,4.7,No,Express,Yes,Yes,40,Venmo,Quarterly
3344,66,Male,Pants,Clothing,64,Vermont,M,Silver,Summer,3.8,No,Express,No,No,11,Venmo,Fortnightly
3345,56,Male,Pants,Clothing,77,Idaho,L,Violet,Winter,4.2,Yes,Next Day Air,No,No,26,Venmo,Monthly
3346,36,Male,Gloves,Accessories,43,Nebraska,L,Peach,Winter,4.0,No,2-Day Shipping,No,No,21,Bank Transfer,Monthly
3347,53,Male,Jeans,Clothing,36,Oregon,M,Beige,Summer,4.0,No,Store Pickup,No,No,29,Cash,Weekly
3348,54,Male,Hoodie,Clothing,29,Nevada,M,Black,Winter,4.5,No,2-Day Shipping,No,No,21,PayPal,Fortnightly
3349,37,Female,Skirt,Clothing,90,North Dakota,S,Gold,Fall,3.1,No,Standard,Yes,Yes,20,Cash,Annually
3350,30,Female,Dress,Clothing,29,Minnesota,M,Brown,Fall,3.2,Yes,Next Day Air,No,No,25,Venmo,Monthly
3351,55,Male,Sunglasses,Accessories,58,Nebraska,S,Maroon,Fall,3.5,No,Free Shipping,Yes,Yes,25,Debit Card,Weekly
3352,60,Male,Hoodie,Clothing,97,Ohio,L,Charcoal,Fall,4.6,No,Next Day Air,No,No,33,Bank Transfer,Weekly
3353,46,Female,Gloves,Accessories,57,Iowa,M,Black,Winter,2.9,No,Store Pickup,Yes,Yes,5,Cash,Weekly
3354,55,Male,Sunglasses,Accessories,96,North Carolina,S,Pink,Winter,3.7,No,Next Day Air,Yes,Yes,26,PayPal,Weekly
3355,37,Female,Dress,Clothing,93,Louisiana,L,White,Summer,4.5,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
3356,26,Male,Sunglasses,Accessories,85,Alabama,XL,Maroon,Fall,3.0,No,Store Pickup,Yes,Yes,41,Cash,Annually
3357,57,Male,Sneakers,Footwear,69,Texas,M,Gold,Winter,4.0,No,Express,No,No,3,Credit Card,Bi-Weekly
3358,55,Male,Gloves,Accessories,23,Nebraska,XL,Gold,Winter,3.2,No,Express,No,No,24,Venmo,Bi-Weekly
3359,38,Male,Belt,Accessories,58,Idaho,L,Charcoal,Spring,4.6,No,2-Day Shipping,No,No,27,Bank Transfer,Quarterly
3360,48,Male,Scarf,Accessories,42,Kentucky,M,Green,Fall,4.3,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly
3361,59,Male,Belt,Accessories,24,Delaware,XL,Cyan,Winter,4.0,No,Express,No,No,31,Cash,Weekly
3362,48,Male,Jewelry,Accessories,31,Mississippi,L,Yellow,Fall,4.9,No,Store Pickup,No,No,46,Credit Card,Quarterly
3363,57,Female,Jewelry,Accessories,82,Florida,S,Red,Fall,2.8,No,2-Day Shipping,No,No,22,Bank Transfer,Annually
3364,49,Male,Jewelry,Accessories,99,Ohio,S,Cyan,Winter,4.6,No,Standard,Yes,Yes,28,PayPal,Every 3 Months
3365,62,Male,Sweater,Clothing,40,New York,M,Turquoise,Winter,2.7,No,Express,Yes,Yes,24,Venmo,Annually
3366,46,Male,Shorts,Clothing,75,Georgia,L,Orange,Winter,2.8,No,Free Shipping,Yes,Yes,39,PayPal,Monthly
3367,40,Female,Boots,Footwear,54,Mississippi,S,Gold,Spring,4.8,No,Express,Yes,Yes,7,Credit Card,Fortnightly
3368,60,Male,Sandals,Footwear,22,Maine,M,Turquoise,Summer,2.8,No,Express,No,No,1,PayPal,Weekly
3369,69,Male,Handbag,Accessories,33,California,S,Gold,Summer,4.5,No,Next Day Air,Yes,Yes,30,Credit Card,Annually
3370,44,Female,Scarf,Accessories,43,South Dakota,L,Violet,Summer,3.8,No,Store Pickup,Yes,Yes,46,Cash,Bi-Weekly
3371,26,Male,Blouse,Clothing,68,Maryland,M,Lavender,Winter,2.6,No,Free Shipping,No,No,20,Venmo,Every 3 Months
3372,60,Female,Jewelry,Accessories,82,Wyoming,M,Cyan,Fall,4.9,Yes,Next Day Air,No,No,45,Cash,Fortnightly
3373,26,Male,Jewelry,Accessories,55,New York,S,Pink,Spring,3.7,No,Free Shipping,Yes,Yes,6,Cash,Every 3 Months
3374,30,Male,Hoodie,Clothing,92,Georgia,M,Teal,Winter,4.4,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
3375,56,Female,Socks,Clothing,22,Alabama,S,White,Summer,3.4,No,Standard,No,No,27,PayPal,Bi-Weekly
3376,43,Female,Backpack,Accessories,89,Oklahoma,L,Maroon,Summer,3.9,No,Next Day Air,Yes,Yes,4,Cash,Monthly
3377,29,Male,Scarf,Accessories,71,South Dakota,M,Indigo,Summer,3.5,No,Next Day Air,Yes,Yes,27,PayPal,Bi-Weekly
3378,62,Male,Hat,Accessories,68,Colorado,L,Orange,Spring,3.7,No,Express,No,No,16,PayPal,Weekly
3379,54,Male,Sweater,Clothing,32,North Carolina,M,Gray,Winter,4.0,No,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly
3380,50,Male,Shorts,Clothing,76,California,L,Black,Fall,2.7,No,2-Day Shipping,No,No,7,Bank Transfer,Fortnightly
3381,70,Female,Dress,Clothing,86,Maryland,M,Olive,Winter,3.0,No,Standard,No,No,36,PayPal,Bi-Weekly
3382,70,Male,Jeans,Clothing,71,South Carolina,M,Beige,Spring,3.9,Yes,Standard,Yes,Yes,30,Venmo,Every 3 Months
3383,42,Male,Jewelry,Accessories,81,Hawaii,L,Red,Spring,4.8,No,Express,Yes,Yes,47,Debit Card,Quarterly
3384,20,Female,Jeans,Clothing,75,Kansas,L,Teal,Summer,4.9,No,Free Shipping,No,No,50,Cash,Bi-Weekly
3385,32,Male,Sandals,Footwear,24,South Carolina,M,Black,Fall,3.2,No,2-Day Shipping,No,No,27,PayPal,Weekly
3386,34,Male,Handbag,Accessories,69,Kansas,M,Gray,Summer,2.6,No,Express,No,No,40,Bank Transfer,Fortnightly
3387,47,Male,Pants,Clothing,93,Arkansas,M,Turquoise,Spring,4.7,No,Next Day Air,No,No,40,Debit Card,Every 3 Months
3388,39,Male,Sunglasses,Accessories,47,Massachusetts,L,Charcoal,Winter,3.8,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly
3389,43,Female,Hat,Accessories,55,Ohio,L,Red,Winter,4.0,No,Standard,Yes,Yes,5,Venmo,Quarterly
3390,52,Male,Shorts,Clothing,89,North Dakota,M,Yellow,Summer,4.9,Yes,Store Pickup,No,No,9,PayPal,Weekly
3391,59,Male,Hat,Accessories,81,Idaho,M,Brown,Fall,2.7,Yes,Free Shipping,No,No,2,Debit Card,Weekly
3392,46,Male,Jacket,Outerwear,44,Rhode Island,S,Silver,Winter,3.7,No,Store Pickup,No,No,19,Debit Card,Weekly
3393,48,Male,Backpack,Accessories,84,South Dakota,L,Teal,Winter,3.8,No,Express,No,No,27,PayPal,Annually
3394,28,Male,Boots,Footwear,45,Tennessee,M,Maroon,Fall,4.9,No,Store Pickup,No,No,46,PayPal,Bi-Weekly
3395,40,Male,Hat,Accessories,26,Indiana,M,Cyan,Summer,4.4,No,2-Day Shipping,Yes,Yes,15,Cash,Quarterly
3396,21,Male,Hat,Accessories,80,Alaska,M,White,Winter,4.0,No,2-Day Shipping,No,No,30,Venmo,Fortnightly
3397,65,Male,Sweater,Clothing,30,New Hampshire,M,Purple,Winter,3.4,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Annually
3398,29,Male,Sneakers,Footwear,96,Texas,M,Indigo,Winter,3.8,No,Express,Yes,Yes,37,Cash,Quarterly
3399,26,Male,Dress,Clothing,77,Idaho,M,Indigo,Fall,4.5,No,Express,No,No,1,Debit Card,Annually
3400,49,Female,Belt,Accessories,47,Oklahoma,S,Beige,Fall,2.7,No,Standard,Yes,Yes,1,PayPal,Bi-Weekly
3401,45,Male,Scarf,Accessories,34,Arizona,M,Brown,Fall,3.9,No,Store Pickup,No,No,50,Credit Card,Annually
3402,47,Male,Coat,Outerwear,25,Iowa,XL,Maroon,Fall,2.9,No,2-Day Shipping,No,No,16,Bank Transfer,Bi-Weekly
3403,28,Male,Skirt,Clothing,45,Alaska,M,Maroon,Fall,2.8,No,2-Day Shipping,No,No,44,Credit Card,Quarterly
3404,56,Female,Jeans,Clothing,55,Iowa,M,Red,Fall,4.9,No,Standard,No,No,50,Bank Transfer,Bi-Weekly
3405,57,Male,Scarf,Accessories,32,South Carolina,XL,White,Winter,3.6,No,Next Day Air,No,No,50,Venmo,Monthly
3406,42,Male,Boots,Footwear,24,Nevada,L,Charcoal,Fall,3.3,No,2-Day Shipping,Yes,Yes,37,Venmo,Bi-Weekly
3407,53,Male,Sneakers,Footwear,25,New York,M,Peach,Winter,4.0,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Quarterly
3408,27,Male,Jewelry,Accessories,40,Hawaii,L,Olive,Fall,4.9,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months
3409,44,Female,Shoes,Footwear,67,Nebraska,M,Magenta,Summer,4.3,Yes,2-Day Shipping,No,No,25,Bank Transfer,Fortnightly
3410,31,Male,Jacket,Outerwear,79,Tennessee,S,Orange,Fall,3.3,No,Express,No,No,50,PayPal,Annually
3411,67,Female,Boots,Footwear,58,Louisiana,M,Violet,Spring,3.9,No,Store Pickup,Yes,Yes,2,Credit Card,Quarterly
3412,22,Male,Dress,Clothing,81,Oklahoma,M,Beige,Fall,4.6,No,Express,No,No,18,Credit Card,Bi-Weekly
3413,63,Female,Blouse,Clothing,55,Nebraska,L,Lavender,Winter,2.7,No,Standard,No,No,14,Bank Transfer,Annually
3414,43,Male,Sunglasses,Accessories,64,Minnesota,M,Violet,Winter,3.6,No,2-Day Shipping,No,No,34,Credit Card,Annually
3415,40,Male,Hoodie,Clothing,44,North Dakota,L,Gold,Summer,4.1,Yes,2-Day Shipping,Yes,Yes,2,Debit Card,Quarterly
3416,67,Female,Scarf,Accessories,79,Nebraska,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,10,PayPal,Fortnightly
3417,49,Male,Shoes,Footwear,93,West Virginia,S,Olive,Spring,3.3,No,Store Pickup,No,No,5,Debit Card,Fortnightly
3418,49,Male,Shoes,Footwear,39,New Hampshire,M,Orange,Spring,2.7,No,Express,Yes,Yes,32,Bank Transfer,Annually
3419,45,Male,Jacket,Outerwear,22,Vermont,M,Magenta,Winter,4.6,Yes,Next Day Air,Yes,Yes,22,Venmo,Weekly
3420,57,Female,Hoodie,Clothing,81,Texas,M,Turquoise,Spring,3.6,Yes,2-Day Shipping,No,No,45,Bank Transfer,Quarterly
3421,26,Male,Coat,Outerwear,62,Montana,XL,Teal,Spring,4.6,No,Standard,Yes,Yes,15,Debit Card,Quarterly
3422,43,Female,Dress,Clothing,68,Kentucky,M,Orange,Winter,5.0,No,Express,Yes,Yes,49,Bank Transfer,Weekly
3423,18,Male,Dress,Clothing,94,South Dakota,M,Silver,Spring,3.2,No,Free Shipping,Yes,Yes,17,Debit Card,Monthly
3424,68,Male,Sneakers,Footwear,65,New York,M,Beige,Winter,3.0,Yes,Free Shipping,No,No,44,Venmo,Fortnightly
3425,39,Male,Sunglasses,Accessories,45,California,M,Pink,Summer,5.0,No,2-Day Shipping,Yes,Yes,46,PayPal,Every 3 Months
3426,32,Male,Sandals,Footwear,22,New York,M,Violet,Spring,3.9,No,Standard,Yes,Yes,21,Venmo,Quarterly
3427,45,Female,Boots,Footwear,92,Illinois,M,Charcoal,Winter,3.3,Yes,2-Day Shipping,No,No,31,Bank Transfer,Annually
3428,59,Female,Skirt,Clothing,76,Delaware,S,Brown,Winter,3.9,Yes,Standard,No,No,40,Credit Card,Fortnightly
3429,30,Male,Belt,Accessories,58,Maine,L,Peach,Winter,4.9,No,Next Day Air,Yes,Yes,28,PayPal,Weekly
3430,63,Female,Sandals,Footwear,73,Colorado,S,Yellow,Summer,3.3,Yes,2-Day Shipping,No,No,47,Bank Transfer,Monthly
3431,20,Male,Jacket,Outerwear,98,Mississippi,M,White,Spring,3.5,No,Standard,Yes,Yes,2,Debit Card,Weekly
3432,42,Male,Boots,Footwear,64,Montana,M,Magenta,Winter,4.0,No,Store Pickup,No,No,13,Cash,Monthly
3433,62,Female,Handbag,Accessories,99,South Carolina,L,Purple,Fall,3.1,No,Express,Yes,Yes,21,Venmo,Weekly
3434,19,Male,Jewelry,Accessories,79,Wyoming,M,Lavender,Spring,4.8,No,Free Shipping,Yes,Yes,18,Credit Card,Bi-Weekly
3435,31,Female,Dress,Clothing,58,Kansas,M,Beige,Spring,4.6,No,Standard,No,No,9,Debit Card,Every 3 Months
3436,20,Male,Pants,Clothing,97,New Hampshire,S,Beige,Winter,3.2,No,Standard,Yes,Yes,19,Bank Transfer,Quarterly
3437,52,Male,Shorts,Clothing,42,North Dakota,M,Violet,Spring,4.6,No,Store Pickup,Yes,Yes,12,Venmo,Bi-Weekly
3438,39,Female,Hoodie,Clothing,79,South Dakota,S,White,Spring,4.6,No,Store Pickup,No,No,23,Debit Card,Bi-Weekly
3439,38,Female,Hat,Accessories,44,South Carolina,XL,Gold,Summer,4.8,No,2-Day Shipping,Yes,Yes,23,Credit Card,Quarterly
3440,53,Male,Socks,Clothing,34,Ohio,S,Beige,Spring,4.0,No,Express,No,No,18,Debit Card,Fortnightly
3441,26,Male,Hoodie,Clothing,34,New York,S,Turquoise,Fall,2.9,No,Standard,No,No,47,Cash,Annually
3442,34,Male,Dress,Clothing,28,North Dakota,M,Yellow,Spring,4.3,No,Store Pickup,Yes,Yes,48,PayPal,Every 3 Months
3443,47,Male,Shorts,Clothing,71,Idaho,L,Turquoise,Spring,4.8,No,Standard,No,No,7,PayPal,Quarterly
3444,32,Male,Coat,Outerwear,48,Utah,S,Olive,Spring,3.7,No,Express,No,No,27,PayPal,Bi-Weekly
3445,65,Male,Socks,Clothing,70,Rhode Island,S,Lavender,Summer,3.5,Yes,Store Pickup,Yes,Yes,1,Cash,Monthly
3446,66,Male,Sandals,Footwear,80,Georgia,L,Brown,Winter,2.6,Yes,Standard,Yes,Yes,3,Debit Card,Every 3 Months
3447,41,Male,Sneakers,Footwear,77,Maryland,M,Yellow,Winter,4.5,Yes,2-Day Shipping,No,No,28,Venmo,Weekly
3448,61,Male,Pants,Clothing,48,Georgia,M,Turquoise,Spring,3.7,No,Free Shipping,Yes,Yes,36,PayPal,Annually
3449,21,Male,Jacket,Outerwear,22,Arizona,L,Teal,Spring,4.4,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
3450,68,Female,Sandals,Footwear,76,New Hampshire,L,Violet,Winter,2.6,No,Free Shipping,No,No,35,Venmo,Quarterly
3451,58,Female,Jeans,Clothing,89,Arkansas,M,Maroon,Winter,4.3,No,Store Pickup,No,No,4,Venmo,Bi-Weekly
3452,35,Male,Sandals,Footwear,99,Maine,M,Brown,Spring,4.5,No,2-Day Shipping,Yes,Yes,37,Cash,Quarterly
3453,54,Male,Coat,Outerwear,35,Louisiana,M,Charcoal,Winter,3.2,No,Next Day Air,No,No,19,Venmo,Bi-Weekly
3454,35,Female,Shirt,Clothing,36,South Dakota,S,Beige,Spring,3.6,No,Store Pickup,Yes,Yes,3,PayPal,Quarterly
3455,19,Male,Shorts,Clothing,24,Illinois,M,Red,Fall,2.6,No,Free Shipping,No,No,33,Bank Transfer,Every 3 Months
3456,56,Male,Blouse,Clothing,34,Nevada,L,Violet,Fall,4.1,No,Free Shipping,Yes,Yes,16,Debit Card,Annually
3457,31,Female,Sneakers,Footwear,77,Oregon,M,Lavender,Spring,3.6,No,Express,No,No,9,Debit Card,Bi-Weekly
3458,43,Male,Shirt,Clothing,72,South Carolina,M,Purple,Fall,4.8,Yes,Next Day Air,No,No,44,Credit Card,Fortnightly
3459,64,Male,Jacket,Outerwear,51,Utah,S,Maroon,Summer,3.0,No,Free Shipping,Yes,Yes,44,PayPal,Fortnightly
3460,51,Male,Jewelry,Accessories,77,West Virginia,L,Teal,Fall,4.9,Yes,Store Pickup,No,No,12,Bank Transfer,Every 3 Months
3461,61,Male,Socks,Clothing,98,Texas,S,Cyan,Fall,3.0,No,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
3462,64,Male,Sandals,Footwear,94,Florida,XL,Cyan,Winter,4.9,No,2-Day Shipping,No,No,4,Credit Card,Fortnightly
3463,19,Male,Shorts,Clothing,76,Georgia,M,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,47,Credit Card,Bi-Weekly
3464,38,Male,Coat,Outerwear,70,New York,L,Maroon,Spring,3.7,No,Standard,No,No,40,Debit Card,Bi-Weekly
3465,58,Male,Jewelry,Accessories,66,Idaho,M,Magenta,Fall,3.3,Yes,Standard,No,No,9,PayPal,Weekly
3466,64,Male,Sweater,Clothing,49,Colorado,L,Magenta,Summer,3.5,Yes,Express,No,No,43,PayPal,Weekly
3467,66,Male,Blouse,Clothing,91,Utah,L,Beige,Spring,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Quarterly
3468,57,Male,Backpack,Accessories,64,Georgia,L,Maroon,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,14,Venmo,Monthly
3469,51,Male,Boots,Footwear,43,South Dakota,M,White,Fall,3.0,No,Store Pickup,No,No,47,Venmo,Weekly
3470,32,Male,Backpack,Accessories,33,North Carolina,S,Yellow,Spring,4.1,No,2-Day Shipping,Yes,Yes,49,Bank Transfer,Weekly
3471,65,Male,Boots,Footwear,65,Nevada,M,Purple,Spring,4.0,Yes,Free Shipping,No,No,42,Bank Transfer,Bi-Weekly
3472,35,Female,Socks,Clothing,83,Kentucky,M,Gold,Summer,2.8,No,Express,No,No,32,Bank Transfer,Weekly
3473,40,Male,Sweater,Clothing,55,Maryland,M,Violet,Fall,5.0,Yes,Store Pickup,No,No,17,Credit Card,Annually
3474,40,Male,Dress,Clothing,35,Nebraska,S,Brown,Spring,4.4,No,Express,No,No,43,Credit Card,Fortnightly
3475,23,Male,Jewelry,Accessories,83,West Virginia,M,Brown,Spring,3.7,No,Free Shipping,No,No,31,PayPal,Weekly
3476,41,Male,Blouse,Clothing,90,Iowa,M,Gray,Fall,5.0,Yes,Store Pickup,Yes,Yes,32,Cash,Weekly
3477,54,Male,Dress,Clothing,69,Missouri,L,Indigo,Fall,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Quarterly
3478,62,Male,Jewelry,Accessories,83,New Hampshire,M,Green,Spring,3.6,No,Store Pickup,No,No,35,Credit Card,Monthly
3479,53,Female,Blouse,Clothing,90,Montana,L,Charcoal,Spring,3.4,No,Free Shipping,Yes,Yes,1,Debit Card,Every 3 Months
3480,26,Male,Hoodie,Clothing,73,Kansas,S,Violet,Spring,3.1,No,Standard,Yes,Yes,1,Bank Transfer,Every 3 Months
3481,44,Male,Sweater,Clothing,48,South Carolina,L,White,Spring,3.3,Yes,Next Day Air,Yes,Yes,28,Cash,Fortnightly
3482,51,Female,Jeans,Clothing,68,North Dakota,M,Gray,Winter,2.5,No,Next Day Air,Yes,Yes,36,Cash,Bi-Weekly
3483,20,Male,Gloves,Accessories,54,Montana,L,Charcoal,Fall,3.8,No,Next Day Air,Yes,Yes,25,Venmo,Bi-Weekly
3484,29,Female,Hoodie,Clothing,24,Indiana,L,Turquoise,Spring,3.9,No,Free Shipping,No,No,33,Bank Transfer,Quarterly
3485,43,Male,Backpack,Accessories,54,Mississippi,L,Gold,Winter,3.1,Yes,Free Shipping,Yes,Yes,11,Cash,Quarterly
3486,40,Female,Dress,Clothing,51,Kansas,M,Magenta,Fall,4.2,Yes,Next Day Air,No,No,7,Debit Card,Quarterly
3487,62,Male,Dress,Clothing,70,California,M,Silver,Summer,4.0,No,Store Pickup,No,No,18,Debit Card,Quarterly
3488,20,Male,Jewelry,Accessories,76,Ohio,L,Silver,Fall,4.8,No,Express,Yes,Yes,19,PayPal,Quarterly
3489,62,Female,Sunglasses,Accessories,61,Minnesota,M,Olive,Spring,4.9,Yes,Free Shipping,Yes,Yes,42,Venmo,Fortnightly
3490,42,Female,Backpack,Accessories,77,Texas,XL,Purple,Spring,4.1,No,Standard,No,No,25,Bank Transfer,Every 3 Months
3491,24,Female,Hoodie,Clothing,49,Georgia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,6,Cash,Monthly
3492,28,Male,Coat,Outerwear,25,New York,XL,Green,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Annually
3493,29,Male,Sneakers,Footwear,66,North Carolina,L,Pink,Spring,4.1,No,Next Day Air,Yes,Yes,39,Credit Card,Annually
3494,19,Male,Shoes,Footwear,66,Florida,M,Orange,Fall,4.6,No,Express,No,No,3,Cash,Every 3 Months
3495,54,Male,Handbag,Accessories,28,Louisiana,S,Cyan,Fall,3.2,No,Free Shipping,Yes,Yes,49,PayPal,Every 3 Months
3496,51,Male,Shorts,Clothing,38,Wyoming,M,Teal,Summer,4.3,No,Free Shipping,Yes,Yes,36,Credit Card,Fortnightly
3497,22,Male,Shorts,Clothing,29,Maine,M,Indigo,Summer,4.7,No,Next Day Air,No,No,35,PayPal,Annually
3498,67,Male,Hat,Accessories,21,Oregon,XL,Lavender,Winter,3.6,No,Next Day Air,No,No,18,Debit Card,Annually
3499,66,Male,Handbag,Accessories,70,Texas,M,Black,Spring,4.4,Yes,Standard,Yes,Yes,43,Cash,Annually
3500,53,Male,Jacket,Outerwear,43,Kentucky,L,Magenta,Spring,4.4,No,Standard,No,No,16,Cash,Weekly
3501,25,Female,Handbag,Accessories,21,North Carolina,S,Pink,Summer,4.8,Yes,Next Day Air,Yes,Yes,49,Debit Card,Annually
3502,67,Male,Coat,Outerwear,28,New Hampshire,XL,Cyan,Winter,3.3,No,Express,Yes,Yes,3,Bank Transfer,Weekly
3503,33,Female,Skirt,Clothing,39,New York,M,Cyan,Fall,2.6,No,2-Day Shipping,No,No,7,Venmo,Bi-Weekly
3504,27,Female,Socks,Clothing,48,Massachusetts,XL,Charcoal,Summer,3.1,Yes,Store Pickup,Yes,Yes,2,Credit Card,Fortnightly
3505,65,Male,Jeans,Clothing,99,New Jersey,S,Charcoal,Winter,3.7,No,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly
3506,60,Male,Socks,Clothing,47,Utah,S,Charcoal,Spring,4.2,No,Express,Yes,Yes,26,Venmo,Monthly
3507,35,Male,Hoodie,Clothing,65,Arkansas,M,Turquoise,Winter,4.8,No,2-Day Shipping,Yes,Yes,10,Credit Card,Bi-Weekly
3508,61,Male,Sweater,Clothing,55,Louisiana,M,Gray,Winter,4.9,No,Free Shipping,Yes,Yes,23,Venmo,Quarterly
3509,27,Male,Hoodie,Clothing,68,Indiana,S,Lavender,Fall,5.0,No,2-Day Shipping,No,No,11,Venmo,Fortnightly
3510,36,Male,Jewelry,Accessories,74,New York,M,Teal,Winter,3.7,No,Free Shipping,No,No,25,Bank Transfer,Annually
3511,59,Male,Pants,Clothing,98,Montana,M,Brown,Spring,4.1,Yes,2-Day Shipping,No,No,11,Debit Card,Quarterly
3512,54,Male,Shorts,Clothing,91,Missouri,L,Green,Summer,4.8,No,Next Day Air,Yes,Yes,4,Bank Transfer,Bi-Weekly
3513,61,Male,Coat,Outerwear,37,Hawaii,L,Gray,Spring,3.1,Yes,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly
3514,33,Male,Dress,Clothing,54,Oregon,L,Brown,Winter,3.8,No,Store Pickup,Yes,Yes,5,Bank Transfer,Fortnightly
3515,67,Male,Sneakers,Footwear,29,Utah,L,Magenta,Summer,4.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Every 3 Months
3516,40,Male,Hat,Accessories,70,Minnesota,M,Purple,Winter,4.2,Yes,Next Day Air,Yes,Yes,7,Credit Card,Monthly
3517,41,Male,Coat,Outerwear,26,New Jersey,S,Yellow,Spring,4.1,No,Express,No,No,19,PayPal,Bi-Weekly
3518,36,Male,Scarf,Accessories,98,Massachusetts,XL,Silver,Spring,4.2,No,Standard,Yes,Yes,31,Debit Card,Monthly
3519,66,Male,Sunglasses,Accessories,42,Vermont,M,Yellow,Spring,3.9,No,Express,No,No,22,Credit Card,Annually
3520,25,Male,Sunglasses,Accessories,61,Oklahoma,XL,Olive,Summer,4.5,No,Free Shipping,No,No,14,Venmo,Fortnightly
3521,68,Female,Jewelry,Accessories,81,Colorado,XL,Black,Spring,3.9,No,Store Pickup,Yes,Yes,33,PayPal,Monthly
3522,64,Male,Scarf,Accessories,93,Maine,L,Orange,Spring,3.6,No,Next Day Air,Yes,Yes,48,Debit Card,Bi-Weekly
3523,30,Male,Shoes,Footwear,22,Iowa,XL,Orange,Summer,2.5,No,Express,Yes,Yes,1,Credit Card,Quarterly
3524,42,Male,Sunglasses,Accessories,55,Maine,L,Silver,Spring,3.4,No,Next Day Air,Yes,Yes,16,Venmo,Annually
3525,40,Male,Hat,Accessories,23,Nebraska,M,Violet,Summer,2.7,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
3526,43,Male,Dress,Clothing,87,North Carolina,L,Violet,Summer,4.4,No,Express,Yes,Yes,1,Cash,Bi-Weekly
3527,69,Female,Jacket,Outerwear,62,Oklahoma,M,Peach,Winter,4.2,No,Free Shipping,No,No,36,Bank Transfer,Monthly
3528,39,Male,Coat,Outerwear,58,Oklahoma,S,Gray,Summer,4.2,Yes,Next Day Air,No,No,17,Credit Card,Annually
3529,56,Female,Skirt,Clothing,85,California,XL,Gold,Winter,3.9,No,Express,Yes,Yes,46,Credit Card,Weekly
3530,27,Male,Socks,Clothing,63,West Virginia,L,Gold,Spring,3.1,Yes,Express,No,No,35,PayPal,Fortnightly
3531,62,Female,Scarf,Accessories,30,Iowa,M,Pink,Summer,4.8,No,Express,No,No,9,PayPal,Fortnightly
3532,54,Female,Socks,Clothing,76,Nevada,L,Brown,Fall,4.4,No,Express,No,No,5,Cash,Fortnightly
3533,70,Male,Jeans,Clothing,62,South Dakota,L,Olive,Winter,4.5,No,Free Shipping,Yes,Yes,25,Venmo,Monthly
3534,38,Male,Hat,Accessories,65,Rhode Island,XL,Cyan,Winter,3.4,No,Next Day Air,No,No,47,Credit Card,Bi-Weekly
3535,39,Male,Hat,Accessories,26,Louisiana,L,Maroon,Winter,4.7,Yes,Store Pickup,Yes,Yes,23,Credit Card,Quarterly
3536,54,Female,Dress,Clothing,38,New York,M,Charcoal,Fall,4.5,No,Free Shipping,Yes,Yes,20,Venmo,Monthly
3537,32,Male,Scarf,Accessories,31,Montana,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,30,Credit Card,Bi-Weekly
3538,18,Male,Sunglasses,Accessories,44,Kansas,XL,Brown,Spring,2.9,No,Standard,Yes,Yes,43,Bank Transfer,Quarterly
3539,33,Female,Sweater,Clothing,46,Nevada,XL,Teal,Spring,3.7,No,Standard,Yes,Yes,3,Venmo,Every 3 Months
