customer_id,age,gender,item_purchased,category,purchase_amount_usd,state,size,color,season,satisfaction_score,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,observed_category,estimated_total_purchases,observed_promo_usage,frequency_proxy_days,gross_amount,discount_amount,estimated_cogs_40,net_margin_contribution,margin_cogs_30,margin_cogs_50,loyalty_def_A_behavioral,loyalty_def_B_organic_margin,strategic_segment
3488,20,Male,Jewelry,Accessories,76,Ohio,L,Silver,Fall,4.8,No,Express,Yes,Yes,19,PayPal,Quarterly,Accessories,20,1,90,95.0,19.0,38.0,33.0,42.5,23.5,False,False,3. Promo-Using Repeat
3489,62,Female,Sunglasses,Accessories,61,Minnesota,M,Olive,Spring,4.9,Yes,Free Shipping,Yes,Yes,42,Venmo,Fortnightly,Accessories,43,1,14,76.25,15.25,30.5,25.5,33.12,17.88,False,False,3. Promo-Using Repeat
3490,42,Female,Backpack,Accessories,77,Texas,XL,Purple,Spring,4.1,No,Standard,No,No,25,Bank Transfer,Every 3 Months,Accessories,26,0,90,77.0,0.0,30.8,41.2,48.9,33.5,False,True,1. High Value Organic
3491,24,Female,Hoodie,Clothing,49,Georgia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,6,Cash,Monthly,Clothing,7,1,30,61.25,12.25,24.5,19.5,25.62,13.38,False,False,3. Promo-Using Repeat
3492,28,Male,Coat,Outerwear,25,New York,XL,Green,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Annually,Outerwear,30,0,365,25.0,0.0,10.0,10.0,12.5,7.5,False,False,4. Mid-Tier Core
3493,29,Male,Sneakers,Footwear,66,North Carolina,L,Pink,Spring,4.1,No,Next Day Air,Yes,Yes,39,Credit Card,Annually,Footwear,40,1,365,82.5,16.5,33.0,28.0,36.25,19.75,False,False,3. Promo-Using Repeat
3494,19,Male,Shoes,Footwear,66,Florida,M,Orange,Fall,4.6,No,Express,No,No,3,Cash,Every 3 Months,Footwear,4,0,90,66.0,0.0,26.4,34.6,41.2,28.0,False,False,4. Mid-Tier Core
3495,54,Male,Handbag,Accessories,28,Louisiana,S,Cyan,Fall,3.2,No,Free Shipping,Yes,Yes,49,PayPal,Every 3 Months,Accessories,50,1,90,35.0,7.0,14.0,9.0,12.5,5.5,False,False,3. Promo-Using Repeat
3496,51,Male,Shorts,Clothing,38,Wyoming,M,Teal,Summer,4.3,No,Free Shipping,Yes,Yes,36,Credit Card,Fortnightly,Clothing,37,1,14,47.5,9.5,19.0,14.0,18.75,9.25,False,False,3. Promo-Using Repeat
3497,22,Male,Shorts,Clothing,29,Maine,M,Indigo,Summer,4.7,No,Next Day Air,No,No,35,PayPal,Annually,Clothing,36,0,365,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
3498,67,Male,Hat,Accessories,21,Oregon,XL,Lavender,Winter,3.6,No,Next Day Air,No,No,18,Debit Card,Annually,Accessories,19,0,365,21.0,0.0,8.4,7.6,9.7,5.5,False,False,4. Mid-Tier Core
3499,66,Male,Handbag,Accessories,70,Texas,M,Black,Spring,4.4,Yes,Standard,Yes,Yes,43,Cash,Annually,Accessories,44,1,365,87.5,17.5,35.0,30.0,38.75,21.25,False,False,3. Promo-Using Repeat
3500,53,Male,Jacket,Outerwear,43,Kentucky,L,Magenta,Spring,4.4,No,Standard,No,No,16,Cash,Weekly,Outerwear,17,0,7,43.0,0.0,17.2,20.8,25.1,16.5,False,False,4. Mid-Tier Core
3501,25,Female,Handbag,Accessories,21,North Carolina,S,Pink,Summer,4.8,Yes,Next Day Air,Yes,Yes,49,Debit Card,Annually,Accessories,50,1,365,26.25,5.25,10.5,5.5,8.12,2.88,False,False,3. Promo-Using Repeat
3502,67,Male,Coat,Outerwear,28,New Hampshire,XL,Cyan,Winter,3.3,No,Express,Yes,Yes,3,Bank Transfer,Weekly,Outerwear,4,1,7,35.0,7.0,14.0,9.0,12.5,5.5,False,False,3. Promo-Using Repeat
3503,33,Female,Skirt,Clothing,39,New York,M,Cyan,Fall,2.6,No,2-Day Shipping,No,No,7,Venmo,Bi-Weekly,Clothing,8,0,14,39.0,0.0,15.6,18.4,22.3,14.5,False,False,4. Mid-Tier Core
3504,27,Female,Socks,Clothing,48,Massachusetts,XL,Charcoal,Summer,3.1,Yes,Store Pickup,Yes,Yes,2,Credit Card,Fortnightly,Clothing,3,1,14,60.0,12.0,24.0,19.0,25.0,13.0,False,False,3. Promo-Using Repeat
3505,65,Male,Jeans,Clothing,99,New Jersey,S,Charcoal,Winter,3.7,No,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,Clothing,42,1,90,123.75,24.75,49.5,44.5,56.88,32.12,True,False,2. High Spend Bargain Hunter
3506,60,Male,Socks,Clothing,47,Utah,S,Charcoal,Spring,4.2,No,Express,Yes,Yes,26,Venmo,Monthly,Clothing,27,1,30,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
3507,35,Male,Hoodie,Clothing,65,Arkansas,M,Turquoise,Winter,4.8,No,2-Day Shipping,Yes,Yes,10,Credit Card,Bi-Weekly,Clothing,11,1,14,81.25,16.25,32.5,27.5,35.62,19.38,False,False,3. Promo-Using Repeat
3508,61,Male,Sweater,Clothing,55,Louisiana,M,Gray,Winter,4.9,No,Free Shipping,Yes,Yes,23,Venmo,Quarterly,Clothing,24,1,90,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
3509,27,Male,Hoodie,Clothing,68,Indiana,S,Lavender,Fall,5.0,No,2-Day Shipping,No,No,11,Venmo,Fortnightly,Clothing,12,0,14,68.0,0.0,27.2,35.8,42.6,29.0,False,False,1. High Value Organic
3510,36,Male,Jewelry,Accessories,74,New York,M,Teal,Winter,3.7,No,Free Shipping,No,No,25,Bank Transfer,Annually,Accessories,26,0,365,74.0,0.0,29.6,39.4,46.8,32.0,False,True,1. High Value Organic
3511,59,Male,Pants,Clothing,98,Montana,M,Brown,Spring,4.1,Yes,2-Day Shipping,No,No,11,Debit Card,Quarterly,Clothing,12,0,90,98.0,0.0,39.2,53.8,63.6,44.0,False,False,1. High Value Organic
3512,54,Male,Shorts,Clothing,91,Missouri,L,Green,Summer,4.8,No,Next Day Air,Yes,Yes,4,Bank Transfer,Bi-Weekly,Clothing,5,1,14,113.75,22.75,45.5,40.5,51.88,29.12,False,False,2. High Spend Bargain Hunter
3513,61,Male,Coat,Outerwear,37,Hawaii,L,Gray,Spring,3.1,Yes,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly,Outerwear,23,0,14,37.0,0.0,14.8,17.2,20.9,13.5,False,False,4. Mid-Tier Core
3514,33,Male,Dress,Clothing,54,Oregon,L,Brown,Winter,3.8,No,Store Pickup,Yes,Yes,5,Bank Transfer,Fortnightly,Clothing,6,1,14,67.5,13.5,27.0,22.0,28.75,15.25,False,False,3. Promo-Using Repeat
3515,67,Male,Sneakers,Footwear,29,Utah,L,Magenta,Summer,4.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Every 3 Months,Footwear,51,1,90,36.25,7.25,14.5,9.5,13.12,5.88,False,False,3. Promo-Using Repeat
3516,40,Male,Hat,Accessories,70,Minnesota,M,Purple,Winter,4.2,Yes,Next Day Air,Yes,Yes,7,Credit Card,Monthly,Accessories,8,1,30,87.5,17.5,35.0,30.0,38.75,21.25,False,False,3. Promo-Using Repeat
3517,41,Male,Coat,Outerwear,26,New Jersey,S,Yellow,Spring,4.1,No,Express,No,No,19,PayPal,Bi-Weekly,Outerwear,20,0,14,26.0,0.0,10.4,10.6,13.2,8.0,False,False,4. Mid-Tier Core
3518,36,Male,Scarf,Accessories,98,Massachusetts,XL,Silver,Spring,4.2,No,Standard,Yes,Yes,31,Debit Card,Monthly,Accessories,32,1,30,122.5,24.5,49.0,44.0,56.25,31.75,True,False,2. High Spend Bargain Hunter
3519,66,Male,Sunglasses,Accessories,42,Vermont,M,Yellow,Spring,3.9,No,Express,No,No,22,Credit Card,Annually,Accessories,23,0,365,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
3520,25,Male,Sunglasses,Accessories,61,Oklahoma,XL,Olive,Summer,4.5,No,Free Shipping,No,No,14,Venmo,Fortnightly,Accessories,15,0,14,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
3521,68,Female,Jewelry,Accessories,81,Colorado,XL,Black,Spring,3.9,No,Store Pickup,Yes,Yes,33,PayPal,Monthly,Accessories,34,1,30,101.25,20.25,40.5,35.5,45.62,25.38,True,False,2. High Spend Bargain Hunter
3522,64,Male,Scarf,Accessories,93,Maine,L,Orange,Spring,3.6,No,Next Day Air,Yes,Yes,48,Debit Card,Bi-Weekly,Accessories,49,1,14,116.25,23.25,46.5,41.5,53.12,29.88,True,False,2. High Spend Bargain Hunter
3523,30,Male,Shoes,Footwear,22,Iowa,XL,Orange,Summer,2.5,No,Express,Yes,Yes,1,Credit Card,Quarterly,Footwear,2,1,90,27.5,5.5,11.0,6.0,8.75,3.25,False,False,3. Promo-Using Repeat
3524,42,Male,Sunglasses,Accessories,55,Maine,L,Silver,Spring,3.4,No,Next Day Air,Yes,Yes,16,Venmo,Annually,Accessories,17,1,365,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
3525,40,Male,Hat,Accessories,23,Nebraska,M,Violet,Summer,2.7,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,Accessories,39,1,14,28.75,5.75,11.5,6.5,9.38,3.62,False,False,3. Promo-Using Repeat
3526,43,Male,Dress,Clothing,87,North Carolina,L,Violet,Summer,4.4,No,Express,Yes,Yes,1,Cash,Bi-Weekly,Clothing,2,1,14,108.75,21.75,43.5,38.5,49.38,27.62,False,False,2. High Spend Bargain Hunter
3527,69,Female,Jacket,Outerwear,62,Oklahoma,M,Peach,Winter,4.2,No,Free Shipping,No,No,36,Bank Transfer,Monthly,Outerwear,37,0,30,62.0,0.0,24.8,32.2,38.4,26.0,False,False,1. High Value Organic
3528,39,Male,Coat,Outerwear,58,Oklahoma,S,Gray,Summer,4.2,Yes,Next Day Air,No,No,17,Credit Card,Annually,Outerwear,18,0,365,58.0,0.0,23.2,29.8,35.6,24.0,False,False,1. High Value Organic
3529,56,Female,Skirt,Clothing,85,California,XL,Gold,Winter,3.9,No,Express,Yes,Yes,46,Credit Card,Weekly,Clothing,47,1,7,106.25,21.25,42.5,37.5,48.12,26.88,True,False,2. High Spend Bargain Hunter
3530,27,Male,Socks,Clothing,63,West Virginia,L,Gold,Spring,3.1,Yes,Express,No,No,35,PayPal,Fortnightly,Clothing,36,0,14,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
3531,62,Female,Scarf,Accessories,30,Iowa,M,Pink,Summer,4.8,No,Express,No,No,9,PayPal,Fortnightly,Accessories,10,0,14,30.0,0.0,12.0,13.0,16.0,10.0,False,False,4. Mid-Tier Core
3532,54,Female,Socks,Clothing,76,Nevada,L,Brown,Fall,4.4,No,Express,No,No,5,Cash,Fortnightly,Clothing,6,0,14,76.0,0.0,30.4,40.6,48.2,33.0,False,False,4. Mid-Tier Core
3533,70,Male,Jeans,Clothing,62,South Dakota,L,Olive,Winter,4.5,No,Free Shipping,Yes,Yes,25,Venmo,Monthly,Clothing,26,1,30,77.5,15.5,31.0,26.0,33.75,18.25,False,False,3. Promo-Using Repeat
3534,38,Male,Hat,Accessories,65,Rhode Island,XL,Cyan,Winter,3.4,No,Next Day Air,No,No,47,Credit Card,Bi-Weekly,Accessories,48,0,14,65.0,0.0,26.0,34.0,40.5,27.5,False,False,1. High Value Organic
3535,39,Male,Hat,Accessories,26,Louisiana,L,Maroon,Winter,4.7,Yes,Store Pickup,Yes,Yes,23,Credit Card,Quarterly,Accessories,24,1,90,32.5,6.5,13.0,8.0,11.25,4.75,False,False,3. Promo-Using Repeat
3536,54,Female,Dress,Clothing,38,New York,M,Charcoal,Fall,4.5,No,Free Shipping,Yes,Yes,20,Venmo,Monthly,Clothing,21,1,30,47.5,9.5,19.0,14.0,18.75,9.25,False,False,3. Promo-Using Repeat
3537,32,Male,Scarf,Accessories,31,Montana,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,30,Credit Card,Bi-Weekly,Accessories,31,1,14,38.75,7.75,15.5,10.5,14.38,6.62,False,False,3. Promo-Using Repeat
3538,18,Male,Sunglasses,Accessories,44,Kansas,XL,Brown,Spring,2.9,No,Standard,Yes,Yes,43,Bank Transfer,Quarterly,Accessories,44,1,90,55.0,11.0,22.0,17.0,22.5,11.5,False,False,3. Promo-Using Repeat
3539,33,Female,Sweater,Clothing,46,Nevada,XL,Teal,Spring,3.7,No,Standard,Yes,Yes,3,Venmo,Every 3 Months,Clothing,4,1,90,57.5,11.5,23.0,18.0,23.75,12.25,False,False,3. Promo-Using Repeat
3540,68,Male,Shirt,Clothing,67,Arizona,M,Pink,Summer,2.7,No,Store Pickup,Yes,Yes,11,Debit Card,Fortnightly,Clothing,12,1,14,83.75,16.75,33.5,28.5,36.88,20.12,False,False,3. Promo-Using Repeat
3541,38,Male,Boots,Footwear,31,Arkansas,L,Gold,Summer,4.6,No,Standard,Yes,Yes,4,Credit Card,Monthly,Footwear,5,1,30,38.75,7.75,15.5,10.5,14.38,6.62,False,False,3. Promo-Using Repeat
3542,48,Male,Jeans,Clothing,30,Utah,S,Indigo,Winter,4.4,No,Express,No,No,42,Debit Card,Every 3 Months,Clothing,43,0,90,30.0,0.0,12.0,13.0,16.0,10.0,False,False,4. Mid-Tier Core
3543,34,Male,Belt,Accessories,100,Texas,S,Beige,Winter,3.6,Yes,Store Pickup,No,No,42,Venmo,Monthly,Accessories,43,0,30,100.0,0.0,40.0,55.0,65.0,45.0,True,True,1. High Value Organic
3544,49,Male,Handbag,Accessories,56,Illinois,M,Purple,Summer,4.2,Yes,Next Day Air,No,No,23,Cash,Quarterly,Accessories,24,0,90,56.0,0.0,22.4,28.6,34.2,23.0,False,False,1. High Value Organic
3545,61,Male,Sweater,Clothing,73,West Virginia,S,Orange,Summer,2.7,No,Free Shipping,No,No,27,Cash,Bi-Weekly,Clothing,28,0,14,73.0,0.0,29.2,38.8,46.1,31.5,False,True,1. High Value Organic
3546,21,Male,Handbag,Accessories,43,Alabama,M,Turquoise,Summer,4.3,No,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,Accessories,25,1,14,53.75,10.75,21.5,16.5,21.88,11.12,False,False,3. Promo-Using Repeat
3547,31,Female,Shoes,Footwear,32,Nevada,XL,Teal,Fall,3.6,No,Store Pickup,Yes,Yes,36,Debit Card,Quarterly,Footwear,37,1,90,40.0,8.0,16.0,11.0,15.0,7.0,False,False,3. Promo-Using Repeat
3548,68,Male,Boots,Footwear,74,Iowa,L,Red,Fall,3.6,No,Free Shipping,No,No,2,Credit Card,Annually,Footwear,3,0,365,74.0,0.0,29.6,39.4,46.8,32.0,False,False,4. Mid-Tier Core
3549,57,Female,Shoes,Footwear,47,Massachusetts,M,Beige,Spring,3.5,Yes,Express,No,No,8,Venmo,Weekly,Footwear,9,0,7,47.0,0.0,18.8,23.2,27.9,18.5,False,False,4. Mid-Tier Core
3550,67,Male,Hat,Accessories,86,South Dakota,S,Pink,Summer,4.1,No,Standard,Yes,Yes,37,Credit Card,Quarterly,Accessories,38,1,90,107.5,21.5,43.0,38.0,48.75,27.25,True,False,2. High Spend Bargain Hunter
3551,19,Female,Sweater,Clothing,61,Mississippi,M,Gray,Spring,4.8,No,Next Day Air,Yes,Yes,34,Cash,Annually,Clothing,35,1,365,76.25,15.25,30.5,25.5,33.12,17.88,False,False,3. Promo-Using Repeat
3552,33,Male,Jewelry,Accessories,29,Maryland,S,Turquoise,Fall,3.1,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Fortnightly,Accessories,42,1,14,36.25,7.25,14.5,9.5,13.12,5.88,False,False,3. Promo-Using Repeat
3553,44,Male,Jeans,Clothing,62,Oklahoma,L,Green,Winter,4.2,No,Next Day Air,Yes,Yes,45,Debit Card,Annually,Clothing,46,1,365,77.5,15.5,31.0,26.0,33.75,18.25,False,False,3. Promo-Using Repeat
3554,46,Male,Handbag,Accessories,71,Arkansas,L,Gray,Winter,3.9,No,Standard,Yes,Yes,1,PayPal,Weekly,Accessories,2,1,7,88.75,17.75,35.5,30.5,39.38,21.62,False,False,3. Promo-Using Repeat
3555,23,Male,Dress,Clothing,66,Nebraska,S,Purple,Summer,3.6,Yes,Next Day Air,No,No,14,Debit Card,Annually,Clothing,15,0,365,66.0,0.0,26.4,34.6,41.2,28.0,False,False,1. High Value Organic
3556,59,Female,Belt,Accessories,30,Alabama,L,Olive,Summer,4.6,No,Free Shipping,No,No,13,Venmo,Annually,Accessories,14,0,365,30.0,0.0,12.0,13.0,16.0,10.0,False,False,4. Mid-Tier Core
3557,19,Male,Dress,Clothing,39,New York,L,Violet,Summer,3.2,No,Next Day Air,No,No,4,Bank Transfer,Weekly,Clothing,5,0,7,39.0,0.0,15.6,18.4,22.3,14.5,False,False,4. Mid-Tier Core
3558,30,Male,Sunglasses,Accessories,30,Oregon,L,Black,Spring,3.6,No,Express,Yes,Yes,37,Credit Card,Annually,Accessories,38,1,365,37.5,7.5,15.0,10.0,13.75,6.25,False,False,3. Promo-Using Repeat
3559,23,Male,Hat,Accessories,68,Nevada,M,Beige,Spring,3.5,Yes,Next Day Air,No,No,38,Venmo,Weekly,Accessories,39,0,7,68.0,0.0,27.2,35.8,42.6,29.0,False,False,1. High Value Organic
3560,54,Male,Sunglasses,Accessories,25,Iowa,M,Orange,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,46,PayPal,Bi-Weekly,Accessories,47,1,14,31.25,6.25,12.5,7.5,10.62,4.38,False,False,3. Promo-Using Repeat
3561,35,Male,Shoes,Footwear,26,Rhode Island,S,Yellow,Winter,3.6,No,2-Day Shipping,No,No,35,Bank Transfer,Quarterly,Footwear,36,0,90,26.0,0.0,10.4,10.6,13.2,8.0,False,False,4. Mid-Tier Core
3562,57,Female,Boots,Footwear,38,Alaska,M,Brown,Spring,2.6,Yes,Free Shipping,Yes,Yes,15,Cash,Monthly,Footwear,16,1,30,47.5,9.5,19.0,14.0,18.75,9.25,False,False,3. Promo-Using Repeat
3563,68,Female,Jacket,Outerwear,28,Ohio,M,Olive,Winter,4.0,No,Next Day Air,Yes,Yes,38,Venmo,Annually,Outerwear,39,1,365,35.0,7.0,14.0,9.0,12.5,5.5,False,False,3. Promo-Using Repeat
3564,41,Male,Scarf,Accessories,62,Georgia,L,Yellow,Winter,2.8,No,2-Day Shipping,Yes,Yes,25,Venmo,Monthly,Accessories,26,1,30,77.5,15.5,31.0,26.0,33.75,18.25,False,False,3. Promo-Using Repeat
3565,54,Female,Blouse,Clothing,59,South Carolina,M,Violet,Spring,2.9,Yes,2-Day Shipping,No,No,11,Debit Card,Fortnightly,Clothing,12,0,14,59.0,0.0,23.6,30.4,36.3,24.5,False,False,1. High Value Organic
3566,60,Male,Shorts,Clothing,99,Massachusetts,L,Gold,Winter,4.8,No,Store Pickup,No,No,46,PayPal,Monthly,Clothing,47,0,30,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
3567,18,Male,Shorts,Clothing,62,North Dakota,L,Beige,Summer,4.5,No,2-Day Shipping,No,No,42,Credit Card,Annually,Clothing,43,0,365,62.0,0.0,24.8,32.2,38.4,26.0,False,False,1. High Value Organic
3568,18,Male,Backpack,Accessories,61,Vermont,L,White,Winter,2.8,No,2-Day Shipping,No,No,36,Credit Card,Bi-Weekly,Accessories,37,0,14,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
3569,21,Male,Socks,Clothing,37,West Virginia,M,Cyan,Spring,4.6,No,Store Pickup,No,No,6,Bank Transfer,Monthly,Clothing,7,0,30,37.0,0.0,14.8,17.2,20.9,13.5,False,False,4. Mid-Tier Core
3570,26,Male,Dress,Clothing,42,Idaho,S,Indigo,Winter,2.6,No,Free Shipping,No,No,22,Credit Card,Annually,Clothing,23,0,365,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
3571,23,Male,Blouse,Clothing,23,Arizona,L,Charcoal,Summer,4.2,No,Standard,No,No,36,Bank Transfer,Monthly,Clothing,37,0,30,23.0,0.0,9.2,8.8,11.1,6.5,False,False,4. Mid-Tier Core
3572,47,Male,Shoes,Footwear,66,Ohio,XL,Olive,Winter,3.9,Yes,Next Day Air,No,No,13,Cash,Weekly,Footwear,14,0,7,66.0,0.0,26.4,34.6,41.2,28.0,False,False,1. High Value Organic
3573,57,Female,Coat,Outerwear,21,Arizona,XL,Indigo,Winter,2.7,No,Next Day Air,No,No,38,PayPal,Quarterly,Outerwear,39,0,90,21.0,0.0,8.4,7.6,9.7,5.5,False,False,4. Mid-Tier Core
3574,44,Female,Boots,Footwear,47,North Dakota,M,Gray,Fall,3.1,No,Next Day Air,No,No,47,Venmo,Weekly,Footwear,48,0,7,47.0,0.0,18.8,23.2,27.9,18.5,False,False,4. Mid-Tier Core
3575,22,Male,Sunglasses,Accessories,84,Mississippi,L,Olive,Spring,2.5,No,2-Day Shipping,No,No,25,Debit Card,Fortnightly,Accessories,26,0,14,84.0,0.0,33.6,45.4,53.8,37.0,True,True,1. High Value Organic
3576,20,Female,Boots,Footwear,88,Indiana,M,Green,Summer,2.9,Yes,Standard,Yes,Yes,6,Debit Card,Bi-Weekly,Footwear,7,1,14,110.0,22.0,44.0,39.0,50.0,28.0,False,False,2. High Spend Bargain Hunter
3577,24,Male,Gloves,Accessories,65,Missouri,M,Magenta,Fall,3.5,No,2-Day Shipping,Yes,Yes,18,PayPal,Quarterly,Accessories,19,1,90,81.25,16.25,32.5,27.5,35.62,19.38,False,False,3. Promo-Using Repeat
3578,45,Male,Sneakers,Footwear,47,Kentucky,XL,Gold,Winter,2.8,No,Store Pickup,No,No,24,Credit Card,Quarterly,Footwear,25,0,90,47.0,0.0,18.8,23.2,27.9,18.5,False,False,4. Mid-Tier Core
3579,20,Female,Sunglasses,Accessories,77,Florida,M,Brown,Spring,2.5,Yes,Express,Yes,Yes,25,Cash,Bi-Weekly,Accessories,26,1,14,96.25,19.25,38.5,33.5,43.12,23.88,False,False,3. Promo-Using Repeat
3580,55,Female,Shirt,Clothing,32,Delaware,L,Gold,Fall,5.0,Yes,2-Day Shipping,No,No,8,Cash,Annually,Clothing,9,0,365,32.0,0.0,12.8,14.2,17.4,11.0,False,False,4. Mid-Tier Core
3581,51,Female,Gloves,Accessories,38,Illinois,L,Lavender,Fall,2.6,No,Store Pickup,Yes,Yes,13,Cash,Weekly,Accessories,14,1,7,47.5,9.5,19.0,14.0,18.75,9.25,False,False,3. Promo-Using Repeat
3582,42,Male,Blouse,Clothing,30,Kentucky,L,Purple,Summer,4.8,No,Free Shipping,Yes,Yes,12,Debit Card,Weekly,Clothing,13,1,7,37.5,7.5,15.0,10.0,13.75,6.25,False,False,3. Promo-Using Repeat
3583,38,Male,Gloves,Accessories,89,Alaska,L,Charcoal,Fall,4.9,No,Express,Yes,Yes,49,Cash,Weekly,Accessories,50,1,7,111.25,22.25,44.5,39.5,50.62,28.38,True,False,2. High Spend Bargain Hunter
3584,60,Male,Shoes,Footwear,21,New Jersey,M,Orange,Fall,2.7,No,Next Day Air,No,No,15,Venmo,Weekly,Footwear,16,0,7,21.0,0.0,8.4,7.6,9.7,5.5,False,False,4. Mid-Tier Core
3585,45,Male,Pants,Clothing,22,Alabama,M,Turquoise,Winter,4.1,No,Store Pickup,Yes,Yes,44,PayPal,Weekly,Clothing,45,1,7,27.5,5.5,11.0,6.0,8.75,3.25,False,False,3. Promo-Using Repeat
3586,70,Male,Jacket,Outerwear,89,Massachusetts,M,Teal,Fall,3.4,No,Store Pickup,No,No,44,Bank Transfer,Every 3 Months,Outerwear,45,0,90,89.0,0.0,35.6,48.4,57.3,39.5,True,True,1. High Value Organic
3587,33,Male,Shirt,Clothing,42,Alabama,M,Charcoal,Winter,3.0,No,Free Shipping,Yes,Yes,1,Credit Card,Every 3 Months,Clothing,2,1,90,52.5,10.5,21.0,16.0,21.25,10.75,False,False,3. Promo-Using Repeat
3588,50,Male,Sneakers,Footwear,59,New Hampshire,M,Lavender,Summer,3.3,Yes,Next Day Air,No,No,20,Venmo,Fortnightly,Footwear,21,0,14,59.0,0.0,23.6,30.4,36.3,24.5,False,False,1. High Value Organic
3589,30,Male,Backpack,Accessories,41,Montana,S,Orange,Winter,4.1,No,Store Pickup,No,No,3,Credit Card,Weekly,Accessories,4,0,7,41.0,0.0,16.4,19.6,23.7,15.5,False,False,4. Mid-Tier Core
3590,53,Female,Backpack,Accessories,73,Alabama,L,Teal,Spring,3.6,Yes,2-Day Shipping,No,No,3,Debit Card,Annually,Accessories,4,0,365,73.0,0.0,29.2,38.8,46.1,31.5,False,False,4. Mid-Tier Core
3591,22,Male,Sneakers,Footwear,39,Iowa,S,Charcoal,Spring,3.6,Yes,Express,Yes,Yes,32,Bank Transfer,Every 3 Months,Footwear,33,1,90,48.75,9.75,19.5,14.5,19.38,9.62,False,False,3. Promo-Using Repeat
3592,20,Male,Belt,Accessories,85,Alaska,M,Charcoal,Summer,4.6,No,Express,Yes,Yes,14,PayPal,Monthly,Accessories,15,1,30,106.25,21.25,42.5,37.5,48.12,26.88,False,False,2. High Spend Bargain Hunter
3593,42,Male,Sunglasses,Accessories,95,North Dakota,M,Teal,Summer,4.3,Yes,Next Day Air,No,No,6,Venmo,Bi-Weekly,Accessories,7,0,14,95.0,0.0,38.0,52.0,61.5,42.5,False,False,4. Mid-Tier Core
3594,37,Male,Jeans,Clothing,82,Rhode Island,M,Orange,Winter,3.3,No,Next Day Air,Yes,Yes,46,Bank Transfer,Monthly,Clothing,47,1,30,102.5,20.5,41.0,36.0,46.25,25.75,True,False,2. High Spend Bargain Hunter
3595,26,Male,Shoes,Footwear,34,North Carolina,M,Beige,Spring,4.2,Yes,Next Day Air,No,No,24,Credit Card,Weekly,Footwear,25,0,7,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
3596,40,Male,Jewelry,Accessories,60,Georgia,XL,Olive,Winter,2.8,No,Free Shipping,Yes,Yes,20,Debit Card,Every 3 Months,Accessories,21,1,90,75.0,15.0,30.0,25.0,32.5,17.5,False,False,3. Promo-Using Repeat
3597,26,Female,Hoodie,Clothing,48,Delaware,M,Green,Winter,3.1,No,Express,Yes,Yes,32,Venmo,Quarterly,Clothing,33,1,90,60.0,12.0,24.0,19.0,25.0,13.0,False,False,3. Promo-Using Repeat
3598,18,Male,Skirt,Clothing,70,Illinois,M,Yellow,Spring,3.3,No,Store Pickup,Yes,Yes,2,Debit Card,Weekly,Clothing,3,1,7,87.5,17.5,35.0,30.0,38.75,21.25,False,False,3. Promo-Using Repeat
3599,63,Female,Scarf,Accessories,43,Texas,M,Beige,Fall,4.9,No,2-Day Shipping,Yes,Yes,16,Cash,Monthly,Accessories,17,1,30,53.75,10.75,21.5,16.5,21.88,11.12,False,False,3. Promo-Using Repeat
3600,61,Female,Handbag,Accessories,35,Idaho,L,Silver,Spring,3.4,No,Next Day Air,No,No,32,Venmo,Weekly,Accessories,33,0,7,35.0,0.0,14.0,16.0,19.5,12.5,False,False,4. Mid-Tier Core
3601,22,Male,Socks,Clothing,95,Rhode Island,M,Violet,Fall,4.6,No,2-Day Shipping,Yes,Yes,8,PayPal,Bi-Weekly,Clothing,9,1,14,118.75,23.75,47.5,42.5,54.38,30.62,False,False,2. High Spend Bargain Hunter
3602,57,Male,Shirt,Clothing,99,Delaware,XL,Gray,Fall,3.6,No,Free Shipping,No,No,4,Venmo,Weekly,Clothing,5,0,7,99.0,0.0,39.6,54.4,64.3,44.5,False,False,4. Mid-Tier Core
